task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_00869,coding,coding,medium,Write and run a script that solves shipping delay root causes and returns the result for 5 test cases.,Must use only tools from the coding toolset; Must return exactly 5 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_shipping_delay_root_causes_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00870,api_workflows,api_workflows,hard,Call the compliance audit findings API and assemble a report combining 3 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 3 items; Must cite the source of every factual claim,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_compliance_audit_findings_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00871,data_analysis,data_analysis,medium,Query the energy usage patterns table and compute the requested aggregate for the last 3 periods.,Must use only tools from the data_analysis toolset; Must return exactly 3 items,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_energy_usage_patterns_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00872,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about employee onboarding steps requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_employee_onboarding_steps_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00873,constraint_satisfaction,constraint_satisfaction,hard,Find an assignment for pricing tier comparison satisfying all 4 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 4 items; Must cite the source of every factual claim,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_pricing_tier_comparison_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00874,structured_extraction,structured_extraction,medium,Extract 2 structured fields describing shipping delay root causes from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_shipping_delay_root_causes_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00875,information_retrieval,information_retrieval,medium,Find the 5 most relevant sources for inventory reorder points and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 5 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_inventory_reorder_points_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00876,planning,planning,hard,Produce a 3-step plan to accomplish regional sales performance respecting the stated constraints.,Must use only tools from the planning toolset; Must return exactly 3 items; Must cite the source of every factual claim,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator,web_search",gt_planning_regional_sales_performance_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00877,rag,rag,easy,Answer the question about compliance audit findings grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator,file_reader",gt_rag_compliance_audit_findings_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00878,file_operations,file_operations,easy,"Read supply chain bottlenecks, transform it, and write 5 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_supply_chain_bottlenecks_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00879,structured_extraction,structured_extraction,hard,Extract 2 structured fields describing budget variance analysis from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items; Must cite the source of every factual claim,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_budget_variance_analysis_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00880,rag,rag,medium,Answer the question about customer churn drivers grounded only in the retrieved 4 passages.,Must use only tools from the rag toolset; Must return exactly 4 items,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator,file_reader",gt_rag_customer_churn_drivers_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00881,coding,coding,easy,Write and run a script that solves employee onboarding steps and returns the result for 2 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
